% Model:              HY_100_sweep_SiN_Nist.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 7 2024, 21:04
% Table:              Table 2 - Global Evaluation 1
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
31                                                1.8076359323342959+1.2123410423865342E-12i        8.09496644507317E-6-1.2069831594870051E7i         1.8076359323342959                                3.185892221041445E14
31                                                1.8605036627146905-1.1129275768539783E-15i        -7.431169180492981E-9-1.2422836639237775E7i       1.8605036627146905                                3.185892221041445E14
31                                                1.8811860156568807-4.1999610569325016E-16i        -2.8043712649994405E-9-1.2560935529911814E7i      1.8811860156568807                                3.185892221041445E14
31                                                1.8989037624366432                                -1.267923934100951E7i                             1.8989037624366432                                3.185892221041445E14
31                                                1.9241670662265284-4.590784633302101E-16i         -3.065329495896873E-9-1.2847925865115166E7i       1.9241670662265284                                3.185892221041445E14
32                                                1.8024892491184146+1.7766502814046437E-12i        1.172586443709888E-5-1.1896401225220574E7i        1.8024892491184146                                3.1490804411764706E14
32                                                1.8566157690788274-6.709259895672464E-16i         -4.4281011763170655E-9-1.225363542159035E7i       1.8566157690788274                                3.1490804411764706E14
32                                                1.877873845309946-3.564891385985099E-16i          -2.3528228128269585E-9-1.2393938396626346E7i      1.877873845309946                                 3.1490804411764706E14
32                                                1.895907206366752                                 -1.2512958301280955E7i                            1.895907206366752                                 3.1490804411764706E14
32                                                1.9219003493137992                                -1.268451264356279E7i                             1.9219003493137992                                3.1490804411764706E14
33                                                1.7973066506204354+2.2235736516423405E-12i        1.4507918273552243E-5-1.1726698587408587E7i       1.7973066506204354                                3.11310963655244E14
33                                                1.8527107345073437-1.0530926487287935E-15i        -6.871003382753465E-9-1.2088187814652583E7i       1.8527107345073437                                3.11310963655244E14
33                                                1.874551092041644                                 -1.2230687309525963E7i                            1.874551092041644                                 3.11310963655244E14
33                                                1.8929035381802626                                -1.2350429593979726E7i                            1.8929035381802626                                3.11310963655244E14
