% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 21:16
% Table:              Table 4 - 20240708NEWREDO
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
45                                                1.482486933675263                                 -1.1828241421910005E7i                            1.482486933675263                                 3.806888355555555E14
45                                                1.4825696938644177                                -1.1828901736328438E7i                            1.4825696938644177                                3.806888355555555E14
46                                                1.479400425493228                                 -1.1692260398609156E7i                            1.479400425493228                                 3.770974314465409E14
46                                                1.4811580638437565                                -1.1706151678432269E7i                            1.4811580638437565                                3.770974314465409E14
46                                                1.4812206756385466                                -1.1706646523097781E7i                            1.4812206756385466                                3.770974314465409E14
46                                                1.4822269918578543                                -1.171459982030977E7i                             1.4822269918578543                                3.770974314465409E14
46                                                1.4823118274715283                                -1.1715270308210853E7i                            1.4823118274715283                                3.770974314465409E14
47                                                1.4790905835128996                                -1.158056102469275E7i                             1.4790905835128996                                3.735731563862928E14
47                                                1.4808812643403406                                -1.1594581186019635E7i                            1.4808812643403406                                3.735731563862928E14
47                                                1.4809453508441683                                -1.1595082952224294E7i                            1.4809453508441683                                3.735731563862928E14
47                                                1.4819702380498032                                -1.1603107321360694E7i                            1.4819702380498032                                3.735731563862928E14
47                                                1.4820571758499361                                -1.1603788002118867E7i                            1.4820571758499361                                3.735731563862928E14
48                                                1.4787836241990688                                -1.1470952518599218E7i                            1.4787836241990688                                3.701141456790123E14
48                                                1.480607650139792                                 -1.14851015222914E7i                              1.480607650139792                                 3.701141456790123E14
48                                                1.4806732283141175                                -1.1485610213428922E7i                            1.4806732283141175                                3.701141456790123E14
48                                                1.4817168488717158                                -1.1493705597816296E7i                            1.4817168488717158                                3.701141456790123E14
48                                                1.4818059172743276                                -1.1494396503098547E7i                            1.4818059172743276                                3.701141456790123E14
49                                                1.4784791660830348                                -1.1363374401595168E7i                            1.4784791660830348                                3.66718603058104E14
49                                                1.480336841044692                                 -1.1377652219362263E7i                            1.480336841044692                                 3.66718603058104E14
49                                                1.480403926696824                                 -1.1378167829862323E7i                            1.480403926696824                                 3.66718603058104E14
49                                                1.481466444090219                                 -1.1386334182981346E7i                            1.481466444090219                                 3.66718603058104E14
49                                                1.4815576704514417                                -1.1387035335436957E7i                            1.4815576704514417                                3.66718603058104E14
50                                                1.4781782416306721                                -1.1257779162674418E7i                            1.4781782416306721                                3.6338479757575756E14
