% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 29 2024, 21:12
% Table:              Table 1 - Global Evaluation 1
% daddy                                           Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
21                                                1.464361152334562                                 1.464361152334562                                 402.4                                             2.286494154262696E7
21                                                1.4661603893754387                                1.4661603893754387                                402.4                                             2.289303532925561E7
21                                                1.466238347059303                                 1.466238347059303                                 402.4                                             2.2894252582172703E7
21                                                1.46726362828441                                  1.46726362828441                                  402.4                                             2.2910261607841987E7
21                                                1.4673637465905025                                1.4673637465905025                                402.4                                             2.291182488286639E7
22                                                1.4641407042480545                                1.4641407042480545                                406.79999999999995                                2.2614226550085906E7
22                                                1.4659785367432707                                1.4659785367432707                                406.79999999999995                                2.264261259268915E7
22                                                1.466058992612356                                 1.466058992612356                                 406.79999999999995                                2.264385526509454E7
22                                                1.4671056678774883                                1.4671056678774883                                406.79999999999995                                2.2660021574453607E7
22                                                1.4672090076078874                                1.4672090076078874                                406.79999999999995                                2.266161769705855E7
23                                                1.463913288508926                                 1.463913288508926                                 411.19999999999993                                2.236877058692664E7
23                                                1.4657901146631354                                1.4657901146631354                                411.19999999999993                                2.2397448715614036E7
23                                                1.4658731193813632                                1.4658731193813632                                411.19999999999993                                2.239871703766169E7
23                                                1.4669413906774418                                1.4669413906774418                                411.19999999999993                                2.2415040351162672E7
23                                                1.4670480178200713                                1.4670480178200713                                411.19999999999993                                2.2416669626687758E7
24                                                1.4636782064489369                                1.4636782064489369                                415.59999999999997                                2.212839605678279E7
24                                                1.4655944252371826                                1.4655944252371826                                415.59999999999997                                2.215736611870687E7
24                                                1.4656800299416208                                1.4656800299416208                                415.59999999999997                                2.2158660320393953E7
24                                                1.466770099337394                                 1.466770099337394                                 415.59999999999997                                2.2175140368544403E7
24                                                1.466880080519162                                 1.466880080519162                                 415.59999999999997                                2.217680310229164E7
25                                                1.4634350352187138                                1.4634350352187138                                419.99999999999994                                2.1892936931662053E7
25                                                1.4653910461246822                                1.4653910461246822                                419.99999999999994                                2.1922198786388397E7
25                                                1.4654793024134436                                1.4654793024134436                                419.99999999999994                                2.1923519097380806E7
25                                                1.4665913719067407                                1.4665913719067407                                419.99999999999994                                2.1940155618097108E7
25                                                1.4667047743780064                                1.4667047743780064                                419.99999999999994                                2.1941852115100093E7
26                                                1.4631835696488957                                1.4631835696488957                                424.3999999999999                                 2.1662237291528087E7
26                                                1.4651797724440379                                1.4651797724440379                                424.3999999999999                                 2.169179080725049E7
26                                                1.465270732365503                                 1.465270732365503                                 424.3999999999999                                 2.1693137456737038E7
26                                                1.4664050037580627                                1.4664050037580627                                424.3999999999999                                 2.170993019318399E7
26                                                1.4665218953788264                                1.4665218953788264                                424.3999999999999                                 2.171166075801461E7
27                                                1.462923774888259                                 1.462923774888259                                 428.79999999999995                                2.143615011171083E7
27                                                1.4649605694456493                                1.4649605694456493                                428.79999999999995                                2.1465995162169643E7
27                                                1.4650542854888091                                1.4650542854888091                                428.79999999999995                                2.146736837874014E7
27                                                1.466210960281146                                 1.466210960281146                                 428.79999999999995                                2.1484317077575017E7
27                                                1.4663314095086966                                1.4663314095086966                                428.79999999999995                                2.1486082014181376E7
28                                                1.4626557478761502                                1.4626557478761502                                433.2                                             2.121453625234809E7
28                                                1.4647335340139005                                1.4647335340139005                                433.2                                             2.124467271433372E7
28                                                1.4648300590996706                                1.4648300590996706                                433.2                                             2.1246072725877315E7
