% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 22:32
% Table:              Table 4 - 20240708NEWREDO
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
36                                                1.4763761740233972                                -1.2883812617352528E7i                            1.4763761740233972                                4.163784138888888E14
36                                                1.4765111532999995                                -1.2884990533751862E7i                            1.4765111532999995                                4.163784138888888E14
36                                                1.4829568685358046                                -1.2941240010507243E7i                            1.4829568685358046                                4.163784138888888E14
36                                                1.483024534671824                                 -1.2941830508940065E7i                            1.483024534671824                                 4.163784138888888E14
37                                                1.475124447041608                                 -1.2740179040430574E7i                            1.475124447041608                                 4.120858529209622E14
37                                                1.4759125241123952                                -1.2746985410564037E7i                            1.4759125241123952                                4.120858529209622E14
37                                                1.4760507023570122                                -1.274817881196108E7i                             1.4760507023570122                                4.120858529209622E14
37                                                1.4826150960966338                                -1.2804873385562912E7i                            1.4826150960966338                                4.120858529209622E14
37                                                1.4826849911369526                                -1.2805477046718068E7i                            1.4826849911369526                                4.120858529209622E14
38                                                1.4746392550052396                                -1.2606029524407037E7i                            1.4746392550052396                                4.078808952380952E14
38                                                1.4754527346218338                                -1.2612983596753532E7i                            1.4754527346218338                                4.078808952380952E14
38                                                1.475594131160313                                 -1.2614192332335925E7i                            1.475594131160313                                 4.078808952380952E14
38                                                1.4822778764206601                                -1.2671328672494762E7i                            1.4822778764206601                                4.078808952380952E14
38                                                1.4823500498844449                                -1.2671945651062408E7i                            1.4823500498844449                                4.078808952380952E14
39                                                1.4741571115754282                                -1.2474615897542123E7i                            1.4741571115754282                                4.037608861952861E14
39                                                1.4749965326303962                                -1.2481719248436552E7i                            1.4749965326303962                                4.037608861952861E14
39                                                1.4751411713532006                                -1.2482943210588703E7i                            1.4751411713532006                                4.037608861952861E14
39                                                1.481944978444072                                 -1.2540518403512942E7i                            1.481944978444072                                 4.037608861952861E14
39                                                1.482019479141616                                 -1.2541148843497027E7i                            1.482019479141616                                 4.037608861952861E14
40                                                1.4736787483823024                                -1.2345862212451315E7i                            1.4736787483823024                                3.997232773333333E14
40                                                1.4745447035921242                                -1.2353116821852684E7i                            1.4745447035921242                                3.997232773333333E14
40                                                1.474692602096407                                 -1.235435585346477E7i                             1.474692602096407                                 3.997232773333333E14
40                                                1.481617122779452                                 -1.2412366582284728E7i                            1.481617122779452                                 3.997232773333333E14
40                                                1.4816940010914026                                -1.2413010636524847E7i                            1.4816940010914026                                3.997232773333333E14
41                                                1.4732038096925364                                -1.2219686510285325E7i                            1.4732038096925364                                3.957656211221122E14
41                                                1.47409686301568                                  -1.2227094060804803E7i                            1.47409686301568                                  3.957656211221122E14
41                                                1.4742480417455746                                -1.2228348033048276E7i                            1.4742480417455746                                3.957656211221122E14
41                                                1.481293950677714                                 -1.2286791269323055E7i                            1.481293950677714                                 3.957656211221122E14
41                                                1.4813732566404385                                -1.2287449083263334E7i                            1.4813732566404385                                3.957656211221122E14
42                                                1.472730678608146                                 -1.2095999687925914E7i                            1.472730678608146                                 3.918855660130719E14
42                                                1.4736514349027692                                -1.2103562148608096E7i                            1.4736514349027692                                3.918855660130719E14
42                                                1.473805909780872                                 -1.2104830899306688E7i                            1.473805909780872                                 3.918855660130719E14
42                                                1.4809738450583643                                -1.2163703403382968E7i                            1.4809738450583643                                3.918855660130719E14
42                                                1.4810556300124122                                -1.216437512890143E7i                             1.4810556300124122                                3.918855660130719E14
43                                                1.4722619389672933                                -1.1974750269565081E7i                            1.4722619389672933                                3.8808085177993525E14
43                                                1.4732109804101172                                -1.1982469367622629E7i                            1.4732109804101172                                3.8808085177993525E14
43                                                1.4733687689907133                                -1.1983752752595112E7i                            1.4733687689907133                                3.8808085177993525E14
43                                                1.4806593734584024                                -1.2043051417801378E7i                            1.4806593734584024                                3.8808085177993525E14
43                                                1.4807436884744534                                -1.20437372001574E7i                              1.4807436884744534                                3.8808085177993525E14
44                                                1.4717955918269745                                -1.1855851843255037E7i                            1.4717955918269745                                3.843493051282051E14
44                                                1.4727735429193667                                -1.1863729597017676E7i                            1.4727735429193667                                3.843493051282051E14
44                                                1.4729346580946314                                -1.186502743868689E7i                             1.4729346580946314                                3.843493051282051E14
44                                                1.4803485383824053                                -1.192474895624244E7i                             1.4803485383824053                                3.843493051282051E14
44                                                1.4804354358654037                                -1.1925448947253218E7i                            1.4804354358654037                                3.843493051282051E14
45                                                1.4713316180004588+2.5150194612757834E-16i        2.006645501759837E-9-1.1739237084710157E7i        1.4713316180004588                                3.806888355555555E14
45                                                1.4723391114954396                                -1.1747275520678084E7i                            1.4723391114954396                                3.806888355555555E14
45                                                1.4725035648412164                                -1.1748587636037959E7i                            1.4725035648412164                                3.806888355555555E14
45                                                1.4800413147246279                                -1.180872868913846E7i                             1.4800413147246279                                3.806888355555555E14
45                                                1.480130847572996                                 -1.1809443040220844E7i                            1.480130847572996                                 3.806888355555555E14
46                                                1.470871113323965+3.191099942163408E-16i          2.522046826458208E-9-1.1624850022631466E7i        1.470871113323965                                 3.770974314465409E14
46                                                1.4719087213043547                                -1.163305063045159E7i                             1.4719087213043547                                3.770974314465409E14
46                                                1.4720765304843153                                -1.1634376889789877E7i                            1.4720765304843153                                3.770974314465409E14
46                                                1.479738790160952                                 -1.1694934622393698E7i                            1.479738790160952                                 3.770974314465409E14
46                                                1.4798310101309469                                -1.169566347165219E7i                             1.4798310101309469                                3.770974314465409E14
47                                                1.4704120056991958+3.547169846602091E-16i         2.777261739843081E-9-1.1512611974716078E7i        1.4704120056991958                                3.735731563862928E14
47                                                1.4714804389612124                                -1.1520977288328046E7i                            1.4714804389612124                                3.735731563862928E14
47                                                1.4716516062501699                                -1.1522317445082E7i                               1.4716516062501699                                3.735731563862928E14
47                                                1.4794388904659628                                -1.158328809899789E7i                             1.4794388904659628                                3.735731563862928E14
47                                                1.4795338528795507                                -1.1584031608582675E7i                            1.4795338528795507                                3.735731563862928E14
48                                                1.4699563389399373+3.811934899802598E-16i         2.956925105477132E-9-1.1402479100028282E7i        1.4699563389399373                                3.701141456790123E14
48                                                1.4710561854717372                                -1.1411010630360082E7i                            1.4710561854717372                                3.701141456790123E14
48                                                1.4712307259195134                                -1.1412364543911904E7i                            1.4712307259195134                                3.701141456790123E14
48                                                1.4791436494634733                                -1.1473745241378872E7i                            1.4791436494634733                                3.701141456790123E14
48                                                1.4792414070214221                                -1.147450354860328E7i                             1.4792414070214221                                3.701141456790123E14
49                                                1.469502860190219+3.4403736900466954E-16i         2.6442208465453956E-9-1.129438382875298E7i        1.469502860190219                                 3.66718603058104E14
49                                                1.4706347874465628                                -1.1303083655916106E7i                            1.4706347874465628                                3.66718603058104E14
49                                                1.4708127070716837                                -1.1304451120104996E7i                            1.4708127070716837                                3.66718603058104E14
49                                                1.4788518109447586                                -1.1366238495442238E7i                            1.4788518109447586                                3.66718603058104E14
49                                                1.4789524185023752                                -1.1367011750399802E7i                            1.4789524185023752                                3.66718603058104E14
50                                                1.4690514257265668+1.7344351574643895E-16i        1.3209427269861773E-9-1.118826949529259E7i        1.4690514257265668                                3.6338479757575756E14
50                                                1.4702161120936286                                -1.1197139725921676E7i                            1.4702161120936286                                3.6338479757575756E14
50                                                1.4703974152462533                                -1.1198520527503151E7i                            1.4703974152462533                                3.6338479757575756E14
50                                                1.4785632256299925                                -1.1260711193956878E7i                            1.4785632256299925                                3.6338479757575756E14
50                                                1.4786667385698589                                -1.1261499546663389E7i                            1.4786667385698589                                3.6338479757575756E14
51                                                1.4686012529664318                                -1.1084076654347403E7i                            1.4686012529664318                                3.601110606606606E14
51                                                1.4697993959051776                                -1.1093119482105516E7i                            1.4697993959051776                                3.601110606606606E14
51                                                1.4699840844811352                                -1.1094513395074718E7i                            1.4699840844811352                                3.601110606606606E14
51                                                1.4782771082950554                                -1.1157103912047347E7i                            1.4782771082950554                                3.601110606606606E14
51                                                1.4783835827240848                                -1.1157907513930911E7i                            1.4783835827240848                                3.601110606606606E14
52                                                1.4681544599217504                                -1.0981769680060146E7i                            1.4681544599217504                                3.568957833333333E14
52                                                1.469386699011837                                 -1.0990986806900341E7i                            1.469386699011837                                 3.568957833333333E14
52                                                1.4695747804429506                                -1.0992393652715255E7i                            1.4695747804429506                                3.568957833333333E14
52                                                1.4779955630203163                                -1.1055380959102228E7i                            1.4779955630203163                                3.568957833333333E14
52                                                1.4781050539116578                                -1.1056199949054308E7i                            1.4781050539116578                                3.568957833333333E14
53                                                1.4677087555070394-3.708545984638165E-16i         -2.749437361849955E-9-1.0881281519552406E7i       1.4677087555070394                                3.537374135693215E14
53                                                1.4689758605173222                                -1.0890675567438262E7i                            1.4689758605173222                                3.537374135693215E14
53                                                1.4691673275838548                                -1.089209506367336E7i                             1.4691673275838548                                3.537374135693215E14
53                                                1.4777162983406165                                -1.0955475320251996E7i                            1.4777162983406165                                3.537374135693215E14
53                                                1.4778288639835775                                -1.0956309858061962E7i                            1.4778288639835775                                3.537374135693215E14
54                                                1.4672653316191004-4.69792022813887E-16i          -3.452386356929113E-9-1.0782573068260951E7i       1.4672653316191004                                3.5063445380116956E14
54                                                1.4685679445916129                                -1.0792145651523912E7i                            1.4685679445916129                                3.5063445380116956E14
54                                                1.468762803686186                                 -1.079357762321981E7i                             1.468762803686186                                 3.5063445380116956E14
54                                                1.4774405004493028                                -1.0857347888485512E7i                            1.4774405004493028                                3.5063445380116956E14
54                                                1.4775561963967785                                -1.0858198109628528E7i                            1.4775561963967785                                3.5063445380116956E14
55                                                1.4668234199986816-5.005481500422826E-16i         -3.64641945725402E-9-1.068559230233348E7i         1.4668234199986816                                3.475854585507246E14
55                                                1.4681623200657672                                -1.069534599187469E7i                             1.4681623200657672                                3.475854585507246E14
55                                                1.4683605617289028                                -1.0696790153155947E7i                            1.4683605617289028                                3.475854585507246E14
55                                                1.4771673923191646                                -1.0760946615263255E7i                            1.4771673923191646                                3.475854585507246E14
55                                                1.477286277539262                                 -1.0761812676559668E7i                            1.477286277539262                                 3.475854585507246E14
