% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 10:34
% Table:              Table 1 - Global Evaluation 2
% daddy (m)                                       Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
7.92E-7                                           1.482414410468379                                 -1.1760460155310865E7i                            1.482414410468379                                 3.785258308080808E14
7.94E-7                                           1.479441654001207-7.380489868465193E-16i          -5.840426385557719E-9-1.1707312422229027E7i       1.479441654001207                                 3.775723652392947E14
7.94E-7                                           1.4811949059470069                                -1.1721186486291539E7i                            1.4811949059470069                                3.775723652392947E14
7.94E-7                                           1.4812573265261977                                -1.1721680441034658E7i                            1.4812573265261977                                3.775723652392947E14
7.94E-7                                           1.482261174178215                                 -1.1729624220402168E7i                            1.482261174178215                                 3.775723652392947E14
7.94E-7                                           1.4823457371116602                                -1.1730293394937376E7i                            1.4823457371116602                                3.775723652392947E14
7.960000000000001E-7                              1.4793584894164498-5.500510839669247E-16i         -4.341800111782896E-9-1.1677240608985959E7i       1.4793584894164498                                3.766236909547738E14
7.960000000000001E-7                              1.4811205125660343                                -1.1691149048639702E7i                            1.4811205125660343                                3.766236909547738E14
7.960000000000001E-7                              1.481183324052377                                 -1.1691644847896123E7i                            1.481183324052377                                 3.766236909547738E14
7.960000000000001E-7                              1.4821921024858347+1.9251931396457914E-16i        1.5196413628775593E-9-1.169960758889022E7i        1.4821921024858347                                3.766236909547738E14
7.960000000000001E-7                              1.482277222130774                                 -1.1700279476456093E7i                            1.482277222130774                                 3.766236909547738E14
7.98E-7                                           1.4792756610305964-2.301856607742058E-16i         -1.8124049645362333E-9-1.1647322178766683E7i      1.4792756610305964                                3.7567977192982456E14
7.98E-7                                           1.4810464760897164                                -1.1661264984733094E7i                            1.4810464760897164                                3.7567977192982456E14
7.98E-7                                           1.481109680415659                                 -1.1661762634472582E7i                            1.481109680415659                                 3.7567977192982456E14
7.98E-7                                           1.4821234004017203                                -1.166974432685606E7i                             1.4821234004017203                                3.7567977192982456E14
7.98E-7                                           1.4822090795002403                                -1.167041893544372E7i                             1.4822090795002403                                3.7567977192982456E14
8.000000000000001E-7                              1.4791930428221791                                -1.1617554991428223E7i                            1.4791930428221791                                3.7474057249999994E14
8.000000000000001E-7                              1.480972671861305                                 -1.1631532165216805E7i                            1.480972671861305                                 3.7474057249999994E14
8.000000000000001E-7                              1.481036269653458                                 -1.1632031661108337E7i                            1.481036269653458                                 3.7474057249999994E14
8.000000000000001E-7                              1.4820549433077743                                -1.164003230528035E7i                             1.4820549433077743                                3.7474057249999994E14
8.000000000000001E-7                              1.482141183294576                                 -1.1640709632552804E7i                            1.482141183294576                                 3.7474057249999994E14
8.020000000000001E-7                              1.479110891595698                                 -1.1587939927385768E7i                            1.479110891595698                                 3.7380605735660844E14
8.020000000000001E-7                              1.4808993558916321                                -1.1601951464276824E7i                            1.4808993558916321                                3.7380605735660844E14
8.020000000000001E-7                              1.4809633482983695                                -1.1602452806109473E7i                            1.4809633482983695                                3.7380605735660844E14
8.020000000000001E-7                              1.4819869870512294                                -1.161047239709679E7i                             1.4819869870512294                                3.7380605735660844E14
8.020000000000001E-7                              1.482073789882523                                 -1.1611152444820238E7i                            1.482073789882523                                 3.7380605735660844E14
8.04E-7                                           1.4790286190309128                                -1.1558471253722817E7i                            1.4790286190309128                                3.7287619154228856E14
8.04E-7                                           1.4808259404913995                                -1.1572517153962629E7i                            1.4808259404913995                                3.7287619154228856E14
8.04E-7                                           1.4808903287111015                                -1.1573020341917837E7i                            1.4808903287111015                                3.7287619154228856E14
8.04E-7                                           1.4819189443386531                                -1.15810588774872E7i                              1.4819189443386531                                3.7287619154228856E14
8.04E-7                                           1.4820063120320255                                -1.1581741647894314E7i                            1.4820063120320255                                3.7287619154228856E14
8.06E-7                                           1.4789468851007512                                -1.1529153025513718E7i                            1.4789468851007512                                3.719509404466501E14
8.06E-7                                           1.480753084881239                                 -1.1543233283482194E7i                            1.480753084881239                                 3.719509404466501E14
8.06E-7                                           1.4808178700888355                                -1.1543738317557247E7i                            1.4808178700888355                                3.719509404466501E14
8.06E-7                                           1.4818514739350863                                -1.1551795792123262E7i                            1.4818514739350863                                3.719509404466501E14
8.06E-7                                           1.4819394084757216                                -1.1552481287177496E7i                            1.4819394084757216                                3.719509404466501E14
8.08E-7                                           1.4788652779693932                                -1.1499980923063546E7i                            1.4788652779693932                                3.710302698019802E14
8.08E-7                                           1.4806803768481935                                -1.1514095530249631E7i                            1.4806803768481935                                3.710302698019802E14
8.08E-7                                           1.4807455611285971                                -1.151460241751806E7i                             1.4807455611285971                                3.710302698019802E14
8.08E-7                                           1.4817841639324627                                -1.1522678820831481E7i                            1.4817841639324627                                3.710302698019802E14
8.08E-7                                           1.4818726682277175                                -1.1523367049652727E7i                            1.4818726682277175                                3.710302698019802E14
8.100000000000001E-7                              1.4787836269735473                                -1.14709525401209E7i                              1.4787836269735473                                3.701141456790123E14
8.100000000000001E-7                              1.480607648162399                                 -1.1485101506952725E7i                            1.480607648162399                                 3.701141456790123E14
8.100000000000001E-7                              1.480673231214054                                 -1.1485610235923784E7i                            1.480673231214054                                 3.701141456790123E14
8.100000000000001E-7                              1.4817168461383148                                -1.1493705576613251E7i                            1.4817168461383148                                3.701141456790123E14
8.100000000000001E-7                              1.48180592070369                                  -1.1494396529700177E7i                            1.48180592070369                                  3.701141456790123E14
8.12E-7                                           1.4787018587693843+3.8106906286266566E-15i        2.94867923251157E-8-1.144206624719081E7i          1.4787018587693843                                3.692025344827586E14
8.12E-7                                           1.4805348240151157                                -1.14562495726841E7i                              1.4805348240151157                                3.692025344827586E14
8.12E-7                                           1.480600807192534                                 -1.145676014476646E7i                             1.480600807192534                                 3.692025344827586E14
8.12E-7                                           1.4816494458452107                                -1.1464874419366261E7i                            1.4816494458452107                                3.692025344827586E14
8.12E-7                                           1.481739092862232                                 -1.1465568100179292E7i                            1.481739092862232                                 3.692025344827586E14
8.140000000000001E-7                              1.4786211450336801+6.192397857269731E-15i         4.779850520025494E-8-1.1413330040983628E7i        1.4786211450336801                                3.6829540294840294E14
8.140000000000001E-7                              1.4804630736742943                                -1.142754770556788E7i                             1.4804630736742943                                3.6829540294840294E14
8.140000000000001E-7                              1.4805294594093654                                -1.1428060130475994E7i                            1.4805294594093654                                3.6829540294840294E14
8.140000000000001E-7                              1.4815831315350863                                -1.143619332116262E7i                             1.4815831315350863                                3.6829540294840294E14
8.140000000000001E-7                              1.481673354249555                                 -1.1436889741351716E7i                            1.481673354249555                                 3.6829540294840294E14
8.160000000000001E-7                              1.478539581437417+2.4112277968520142E-15i         1.8566410619416147E-8-1.138472815462136E7i        1.478539581437417                                 3.673927181372549E14
8.160000000000001E-7                              1.4803904978886544                                -1.139898017796846E7i                             1.4803904978886544                                3.673927181372549E14
8.160000000000001E-7                              1.4804572856107103                                -1.1399494442225717E7i                            1.4804572856107103                                3.673927181372549E14
8.160000000000001E-7                              1.4815160051831644                                -1.1407646563870408E7i                            1.4815160051831644                                3.673927181372549E14
8.160000000000001E-7                              1.4816068038590253                                -1.1408345712039623E7i                            1.4816068038590253                                3.673927181372549E14
8.18E-7                                           1.47845900145168-2.865580882636962E-15i           -2.2010972736331626E-8-1.135627368604963E7i       1.47845900145168                                  3.664944474327628E14
8.18E-7                                           1.480318925443281                                 -1.137056005169327E7i                             1.480318925443281                                 3.664944474327628E14
8.18E-7                                           1.480386117238273                                 -1.1371076162327815E7i                            1.480386117238273                                 3.664944474327628E14
8.18E-7                                           1.481449894372435                                 -1.1379247200053342E7i                            1.481449894372435                                 3.664944474327628E14
8.18E-7                                           1.4815412719126466                                -1.1379949085160999E7i                            1.4815412719126466                                3.664944474327628E14
8.2E-7                                            1.4783782635929592+3.8143140229523065E-16i        2.922688027558901E-9-1.132795681007433E7i         1.4783782635929592                                3.656005585365854E14
8.2E-7                                            1.4802472170975804                                -1.1342277518854864E7i                            1.4802472170975804                                3.656005585365854E14
8.2E-7                                            1.4803148141143931                                -1.1342795475663213E7i                            1.4803148141143931                                3.656005585365854E14
8.2E-7                                            1.4813836606283728                                -1.1350985427751344E7i                            1.4813836606283728                                3.656005585365854E14
8.2E-7                                            1.4814756190157656                                -1.1351690051639806E7i                            1.4814756190157656                                3.656005585365854E14
8.220000000000001E-7                              1.4782976270626345+1.4435346012767731E-15i        1.1034057660763457E-8-1.1299778503647676E7i       1.4782976270626345                                3.647110194647201E14
8.220000000000001E-7                              1.4801756325395239                                -1.1314133560118716E7i                            1.4801756325395239                                3.647110194647201E14
8.220000000000001E-7                              1.4802436350680594                                -1.1314653356333004E7i                            1.4802436350680594                                3.647110194647201E14
8.220000000000001E-7                              1.4813175634237898                                -1.1322862225999294E7i                            1.4813175634237898                                3.647110194647201E14
8.220000000000001E-7                              1.481410103775881                                 -1.132356958388321E7i                             1.481410103775881                                 3.647110194647201E14
8.240000000000001E-7                              1.4782181612257594-3.683232128368829E-15i         -2.808547329113934E-8-1.127174591191713E7i        1.4782181612257594                                3.638257985436893E14
8.240000000000001E-7                              1.4801052374025996                                -1.1286135292145103E7i                            1.4801052374025996                                3.638257985436893E14
8.240000000000001E-7                              1.4801736483235592                                -1.1286656940802172E7i                            1.4801736483235592                                3.638257985436893E14
8.240000000000001E-7                              1.481252667709619                                 -1.1294884706278691E7i                            1.481252667709619                                 3.638257985436893E14
8.240000000000001E-7                              1.4813457937293355                                -1.1295594813121894E7i                            1.4813457937293355                                3.638257985436893E14
8.26E-7                                           1.4781377028119027-4.022676165283829E-15i         -3.05995396819042E-8-1.1243841520939386E7i        1.4781377028119027                                3.629448644067796E14
8.26E-7                                           1.480033874230335                                 -1.1258265245389976E7i                            1.480033874230335                                 3.629448644067796E14
8.26E-7                                           1.480102693023365                                 -1.1258788733560948E7i                            1.480102693023365                                 3.629448644067796E14
8.26E-7                                           1.481186817455627                                 -1.1267035409957975E7i                            1.481186817455627                                 3.629448644067796E14
8.26E-7                                           1.481280529468979                                 -1.1267748254928192E7i                            1.481280529468979                                 3.629448644067796E14
8.280000000000001E-7                              1.4780577521584055+1.1443984609975841E-15i        8.684139608332065E-9-1.1216075786865432E7i        1.4780577521584055                                3.620681859903381E14
8.280000000000001E-7                              1.4799630394101542                                -1.1230533845882513E7i                            1.4799630394101542                                3.620681859903381E14
8.280000000000001E-7                              1.480032267816552                                 -1.1231059177894492E7i                            1.480032267816552                                 3.620681859903381E14
8.280000000000001E-7                              1.4811215080484021                                -1.1239324755455784E7i                            1.4811215080484021                                3.620681859903381E14
8.280000000000001E-7                              1.4812158086288547                                -1.1240040344853802E7i                            1.4812158086288547                                3.620681859903381E14
8.300000000000001E-7                              1.4779782222436773+4.11993412896172E-15i          3.118832480197591E-8-1.1188447048593827E7i        1.4779782222436773                                3.6119573253012044E14
8.300000000000001E-7                              1.4798926461691628                                -1.1202939434473736E7i                            1.4798926461691628                                3.6119573253012044E14
8.300000000000001E-7                              1.4799622857687393                                -1.120346661340007E7i                             1.4799622857687393                                3.6119573253012044E14
8.300000000000001E-7                              1.4810566527647948                                -1.1211751084038958E7i                            1.4810566527647948                                3.6119573253012044E14
8.300000000000001E-7                              1.4811515443268137                                -1.1212469422916371E7i                            1.4811515443268137                                3.6119573253012044E14
8.32E-7                                           1.4778991449730456+5.245972344960246E-15i         3.9617086970822906E-8-1.1160954559120087E7i       1.4778991449730456                                3.603274735576923E14
8.32E-7                                           1.4798227267988446                                -1.1175481267130926E7i                            1.4798227267988446                                3.603274735576923E14
8.32E-7                                           1.4798927787046947                                -1.1176010292498207E7i                            1.4798927787046947                                3.603274735576923E14
8.32E-7                                           1.4809922838497172                                -1.1184313651359232E7i                            1.4809922838497172                                3.603274735576923E14
8.32E-7                                           1.4810877683400772                                -1.118503474119925E7i                             1.4810877683400772                                3.603274735576923E14
8.340000000000001E-7                              1.4778201193096996+5.618808091814833E-15i         4.233095017548288E-8-1.1133594316907778E7i        1.4778201193096996                                3.5946337889688244E14
8.340000000000001E-7                              1.4797528813079965                                -1.114815535022909E7i                             1.4797528813079965                                3.5946337889688244E14
8.340000000000001E-7                              1.4798233460393748                                -1.1148686217093443E7i                            1.4798233460393748                                3.5946337889688244E14
8.340000000000001E-7                              1.4809280015771888                                -1.1157008465828082E7i                            1.4809280015771888                                3.5946337889688244E14
8.340000000000001E-7                              1.4810240803549426                                -1.115773230367546E7i                             1.4810240803549426                                3.5946337889688244E14
8.360000000000001E-7                              1.4777403486769083-5.326268230069058E-16i         -4.003101708764033E-9-1.1106359385924865E7i       1.4777403486769083                                3.58603418660287E14
8.360000000000001E-7                              1.479682314052603                                 -1.1120954754723448E7i                            1.479682314052603                                 3.58603418660287E14
8.360000000000001E-7                              1.479753192200654                                 -1.112148745871679E7i                             1.479753192200654                                 3.58603418660287E14
8.360000000000001E-7                              1.4808630108876708                                -1.1129828602817146E7i                            1.4808630108876708                                3.58603418660287E14
8.360000000000001E-7                              1.4809596854001483                                -1.113055518640133E7i                             1.4809596854001483                                3.58603418660287E14
8.380000000000001E-7                              1.4776616363826172+6.3516007963681735E-15i        4.7623251552280026E-8-1.107926238985943E7i        1.4776616363826172                                3.577475632458234E14
8.380000000000001E-7                              1.4796128246289029                                -1.1093892076399531E7i                            1.4796128246289029                                3.577475632458234E14
8.380000000000001E-7                              1.4796841183339249                                -1.1094426624800352E7i                            1.4796841183339249                                3.577475632458234E14
8.380000000000001E-7                              1.480799110103246                                 -1.1102786648550501E7i                            1.480799110103246                                 3.577475632458234E14
8.380000000000001E-7                              1.4808963833233968                                -1.110351598705603E7i                             1.4808963833233968                                3.577475632458234E14
8.4E-7                                            1.477582736356078+1.1890640598605958E-14i         8.89417836929929E-8-1.1052293022874665E7i         1.477582736356078                                 3.568957833333333E14
8.4E-7                                            1.479543169476223                                 -1.1066957028322525E7i                            1.479543169476223                                 3.568957833333333E14
8.4E-7                                            1.479614879861326                                 -1.1067493420748776E7i                            1.479614879861326                                 3.568957833333333E14
8.4E-7                                            1.4807350565389956                                -1.1075872322704228E7i                            1.4807350565389956                                3.568957833333333E14
8.4E-7                                            1.480832930442105                                 -1.107660441778753E7i                             1.480832930442105                                 3.568957833333333E14
8.42E-7                                           1.4775048580796493+1.340628546787373E-14i         1.0004058892589005E-7-1.1025459400917472E7i       1.4775048580796493                                3.560480498812351E14
8.42E-7                                           1.4794745565344332                                -1.1040157714920646E7i                            1.4794745565344332                                3.560480498812351E14
8.42E-7                                           1.4795466847219398                                -1.1040695950987125E7i                            1.4795466847219398                                3.560480498812351E14
8.42E-7                                           1.480672057231307                                 -1.1049093722977577E7i                            1.480672057231307                                 3.560480498812351E14
8.42E-7                                           1.4807705337715444                                -1.1049828576125702E7i                            1.4807705337715444                                3.560480498812351E14
8.440000000000001E-7                              1.4774260902305847+1.1951522425570272E-14i        8.897349538242945E-8-1.099874633007179E7i         1.4774260902305847                                3.552043341232227E14
8.440000000000001E-7                              1.4794050777310492                                -1.1013478966548106E7i                            1.4794050777310492                                3.552043341232227E14
8.440000000000001E-7                              1.4794776239616976                                -1.1014019039309364E7i                            1.4794776239616976                                3.552043341232227E14
8.440000000000001E-7                              1.4806082054942844                                -1.1022435690108081E7i                            1.4806082054942844                                3.552043341232227E14
8.440000000000001E-7                              1.4807072857768473                                -1.1023173296477312E7i                            1.4807072857768473                                3.552043341232227E14
8.46E-7                                           1.4773484080835209                                -1.0972167625597551E7i                            1.4773484080835209                                3.543646075650118E14
8.46E-7                                           1.4793367037044272                                -1.0986934563932786E7i                            1.4793367037044272                                3.543646075650118E14
8.46E-7                                           1.4794096704858335                                -1.0987476483328583E7i                            1.4794096704858335                                3.543646075650118E14
8.46E-7                                           1.480545470567176                                 -1.099591199441958E7i                             1.480545470567176                                 3.543646075650118E14
8.46E-7                                           1.4806451579400897                                -1.0996652365857882E7i                            1.4806451579400897                                3.543646075650118E14
8.480000000000001E-7                              1.477270620401422                                 -1.0945713510417791E7i                            1.477270620401422                                 3.5352884198113206E14
8.480000000000001E-7                              1.4792682470694898                                -1.0960514758684339E7i                            1.4792682470694898                                3.5352884198113206E14
8.480000000000001E-7                              1.4793416343975365                                -1.0961058515973628E7i                            1.4793416343975365                                3.5352884198113206E14
8.480000000000001E-7                              1.4804826658602908                                -1.0969512893475758E7i                            1.4804826658602908                                3.5352884198113206E14
8.480000000000001E-7                              1.4805829611718047                                -1.0970256023225384E7i                            1.4805829611718047                                3.5352884198113206E14
8.500000000000001E-7                              1.4771927401820335+8.606588532343578E-16i         6.361975366042527E-9-1.0919383201157767E7i        1.4771927401820335                                3.526970094117646E14
8.500000000000001E-7                              1.4791997191380466                                -1.0934218754908638E7i                            1.4791997191380466                                3.526970094117646E14
8.500000000000001E-7                              1.4792735288074914                                -1.0934764354709325E7i                            1.4792735288074914                                3.526970094117646E14
8.500000000000001E-7                              1.4804198027387432                                -1.0943237591795024E7i                            1.4804198027387432                                3.526970094117646E14
8.500000000000001E-7                              1.4805207086460022                                -1.0943983486517256E7i                            1.4805207086460022                                3.526970094117646E14
8.520000000000001E-7                              1.4771147797761826+4.677607896328572E-16i         3.4495630524599636E-9-1.0893175917027604E7i       1.4771147797761826                                3.518690821596244E14
8.520000000000001E-7                              1.4791311338710533                                -1.0908045783721223E7i                            1.4791311338710533                                3.518690821596244E14
8.520000000000001E-7                              1.4792053659215323                                -1.090859321767532E7i                             1.4792053659215323                                3.518690821596244E14
8.520000000000001E-7                              1.4803568950871873                                -1.091708531994578E7i                             1.4803568950871873                                3.518690821596244E14
8.520000000000001E-7                              1.4804584124854872                                -1.0917833973262003E7i                            1.4804584124854872                                3.518690821596244E14
8.54E-7                                           1.4770373070642628                                -1.0867094971782528E7i                            1.4770373070642628                                3.5104503278688525E14
8.54E-7                                           1.4790630563634521                                -1.0881999138331352E7i                            1.4790630563634521                                3.5104503278688525E14
8.54E-7                                           1.4791377130359125                                -1.0882548414335433E7i                            1.4791377130359125                                3.5104503278688525E14
8.54E-7                                           1.480294507644273                                 -1.0891059368535288E7i                            1.480294507644273                                 3.5104503278688525E14
8.54E-7                                           1.4803966396316723                                -1.0891810790318215E7i                            1.4803966396316723                                3.5104503278688525E14
8.56E-7                                           1.476960559971843-1.8362458895133185E-16i         -1.3478356534297886E-9-1.0841141226283664E7i      1.476960559971843                                 3.502248341121495E14
8.56E-7                                           1.4789957253575827                                -1.0856079685687123E7i                            1.4789957253575827                                3.502248341121495E14
8.56E-7                                           1.4790708076614907                                -1.0856630802543132E7i                            1.4790708076614907                                3.502248341121495E14
8.56E-7                                           1.4802328789155637                                -1.0865160602811225E7i                            1.4802328789155637                                3.502248341121495E14
8.56E-7                                           1.4803356273498258                                -1.0865914793760397E7i                            1.4803356273498258                                3.502248341121495E14
8.580000000000001E-7                              1.4768837178711292-2.0880187251351466E-16i        -1.5290685984714456E-9-1.0815307781515896E7i      1.4768837178711292                                3.494084592074592E14
8.580000000000001E-7                              1.4789283211797861                                -1.0830280533809561E7i                            1.4789283211797861                                3.494084592074592E14
8.580000000000001E-7                              1.4790038302513058                                -1.0830833491255635E7i                            1.4790038302513058                                3.494084592074592E14
8.580000000000001E-7                              1.4801711898556638                                -1.0839382135444792E7i                            1.4801711898556638                                3.494084592074592E14
8.580000000000001E-7                              1.4802745567392317                                -1.0840139097314352E7i                            1.4802745567392317                                3.494084592074592E14
8.6E-7                                            1.4768067944818346-4.0039376960203204E-16i        -2.9252886630810883E-9-1.0789593898408424E7i      1.4768067944818346                                3.485958813953488E14
8.6E-7                                            1.4788608578394833                                -1.0804600945744231E7i                            1.4788608578394833                                3.485958813953488E14
8.6E-7                                            1.4789367944810923                                -1.0805155741082411E7i                            1.4789367944810923                                3.485958813953488E14
8.6E-7                                            1.480109454448311                                 -1.0813723229310721E7i                            1.480109454448311                                 3.485958813953488E14
8.6E-7                                            1.4802134414498644                                -1.081448296140409E7i                             1.4802134414498644                                3.485958813953488E14
8.620000000000001E-7                              1.4767298276097856-4.249732181174625E-16i         -3.0976629698613286E-9-1.0763999020315135E7i      1.4767298276097856                                3.477870742459396E14
8.620000000000001E-7                              1.478793373869981                                 -1.0779040370132705E7i                            1.478793373869981                                 3.477870742459396E14
8.620000000000001E-7                              1.4788697380406945                                -1.0779596994535746E7i                            1.4788697380406945                                3.477870742459396E14
8.620000000000001E-7                              1.4800477111623536                                -1.0788183332598694E7i                            1.4800477111623536                                3.477870742459396E14
8.620000000000001E-7                              1.4801523191040136                                -1.0788945828053512E7i                            1.4801523191040136                                3.477870742459396E14
8.640000000000001E-7                              1.4766527324845673-4.911865630908856E-16i         -3.5720094864545037E-9-1.0738521704344466E7i      1.4766527324845673                                3.46982011574074E14
8.640000000000001E-7                              1.4787257824552624-1.9951099668664277E-16i        -1.4508849108822556E-9-1.0753597349155718E7i      1.4787257824552624                                3.46982011574074E14
8.640000000000001E-7                              1.47880257644929-1.686302369297515E-16i           -1.2263136886842904E-9-1.0754155810839692E7i      1.47880257644929                                  3.46982011574074E14
8.640000000000001E-7                              1.479985873334243                                 -1.0762760988619285E7i                            1.479985873334243                                 3.46982011574074E14
8.640000000000001E-7                              1.480091105388224                                 -1.0763526257711204E7i                            1.480091105388224                                 3.46982011574074E14
8.66E-7                                           1.4765768666973205-6.571167160328901E-16i         -4.767651380230895E-9-1.0713170985858977E7i       1.4765768666973205                                3.4618066743648956E14
8.66E-7                                           1.4786594402428708                                -1.072828091138152E7i                             1.4786594402428708                                3.4618066743648956E14
8.66E-7                                           1.4787366653961365                                -1.0728841211552817E7i                            1.4787366653961365                                3.4618066743648956E14
8.66E-7                                           1.4799252965052894                                -1.0737465217927743E7i                            1.4799252965052894                                3.4618066743648956E14
8.66E-7                                           1.4800311548557592                                -1.0738233263692541E7i                            1.4800311548557592                                3.4618066743648956E14
8.68E-7                                           1.4765009588447704-8.095833219258771E-16i         -5.860324923113262E-9-1.068793678646317E7i        1.4765009588447704                                3.4538301612903225E14
8.68E-7                                           1.4785930776782306                                -1.070308099189551E7i                             1.4785930776782306                                3.4538301612903225E14
8.68E-7                                           1.4786707351624502                                -1.070364313056353E7i                             1.4786707351624502                                3.4538301612903225E14
8.68E-7                                           1.4798647121031643                                -1.071228596278819E7i                             1.4798647121031643                                3.4538301612903225E14
8.68E-7                                           1.4799711987959712                                -1.0713056787239406E7i                            1.4799711987959712                                3.4538301612903225E14
8.700000000000001E-7                              1.4764250062958129-9.612203147793623E-16i         -6.941983171016351E-9-1.0662818283575147E7i       1.4764250062958129                                3.44589032183908E14
8.700000000000001E-7                              1.4785266930953471                                -1.0677996775091385E7i                            1.4785266930953471                                3.44589032183908E14
8.700000000000001E-7                              1.4786047830375746                                -1.067856074472086E7i                             1.4786047830375746                                3.44589032183908E14
8.700000000000001E-7                              1.4798041184201096                                -1.0687222407311577E7i                            1.4798041184201096                                3.44589032183908E14
8.700000000000001E-7                              1.47991123445304                                  -1.0687996004879706E7i                            1.47991123445304                                  3.44589032183908E14
8.720000000000001E-7                              1.4763489626042683-6.854467656408641E-16i         -4.938978264596842E-9-1.0637814346450644E7i       1.4763489626042683                                3.4379869036697244E14
8.720000000000001E-7                              1.4784602385810397                                -1.0653027119611941E7i                            1.4784602385810397                                3.4379869036697244E14
8.720000000000001E-7                              1.4785387627662208                                -1.0653592924665367E7i                            1.4785387627662208                                3.4379869036697244E14
8.720000000000001E-7                              1.479743467641688                                 -1.0662273410872964E7i                            1.479743467641688                                 3.4379869036697244E14
8.720000000000001E-7                              1.4798512156814396                                -1.0663049788052144E7i                            1.4798512156814396                                3.4379869036697244E14
8.74E-7                                           1.4762731533112134-2.4263415415525145E-14i        -1.7442967418858383E-7-1.0612926528911548E7i      1.4762731533112134                                3.430119656750572E14
8.74E-7                                           1.47839404068543                                  -1.0628173586563561E7i                            1.47839404068543                                  3.430119656750572E14
8.74E-7                                           1.4784729993180754                                -1.0628741220111059E7i                            1.4784729993180754                                3.430119656750572E14
